theta,"TF dB (d=0.5, beta=0)","TF dB (d=0.5, beta=90)","TF dB (d=1.0, beta=0)","TF dB (d=1.0, beta=90)"
0.6831907966256108,-16.842988190986162,-15.03018257534668,-23.528177751433475,-4.986252448774757
0.6863345330155906,-16.77612977058227,-14.985837810991232,-24.23246878604333,-4.925227192153563
0.6894782694055703,-16.71067174669166,-14.942973868578717,-25.00326610708177,-4.866064510240287
0.6926220057955501,-16.646622667240678,-14.901599528113385,-25.85352051927494,-4.808777866402115
0.6957657421855299,-16.583991457456854,-14.86172395748942,-26.800472447779345,-4.75338113173016
0.6989094785755097,-16.522787429790128,-14.823356722512207,-27.867786870714365,-4.69988859579771
0.7020532149654894,-16.463020294369006,-14.786507797456155,-29.089207824770664,-4.648314977972841
0.7051969513554692,-16.404700170018913,-14.751187576186375,-30.515249204187604,-4.598675439313011
0.708340687745449,-16.34783759587127,-14.717406883873007,-32.22656395765998,-4.550985595071037
0.7114844241354288,-16.292443543594636,-14.68517698932915,-34.36403577678804,-4.505261527843888
0.7146281605254085,-16.23852943028043,-14.654509618005502,-37.209360569238434,-4.461519801397923
0.7177718969153882,-16.186107132018773,-14.625416965676907,-41.47210656900934,-4.419777475206336
0.720915633305368,-16.13518899820185,-14.597911712858435,-50.19296675970617,-4.3800521197370985
0.7240593696953478,-16.085787866595215,-14.572007039991528,-52.946261469064446,-4.342361832532379
0.7272031060853276,-16.037917079220037,-14.547716643443122,-42.39273993287189,-4.30672525512314
0.7303468424753073,-15.991590499092394,-14.525054752364063,-37.77302790505679,-4.273161590825784
0.7334905788652871,-15.946822527868932,-14.504036146456121,-34.77914822088564,-4.241690623470921
0.7366343152552669,-15.903628124451997,-14.484676174700837,-32.562604209707175,-4.212332737118078
0.7397780516452467,-15.862022824610802,-14.466990775106696,-30.803907466891065,-4.185108936813768
0.7429217880352265,-15.822022761679506,-14.450996495535824,-29.347674053381496,-4.160040870454705
0.7460655244252062,-15.783644688397722,-14.436710515675559,-28.106509151076622,-4.1371508518224225
0.749209260815186,-15.746905999963543,-14.424150670225131,-27.02635057454252,-4.116461884860367
0.7523529972051658,-15.711824758374515,-14.41333547337309,-26.071418578399634,-4.097997689269912
0.7554967335951456,-15.678419718137903,-14.404284144646661,-25.216804844407594,-4.081782727507452
0.7586404699851254,-15.646710353437472,-14.3970166362206,-24.44447360613391,-4.067842233271015
0.7617842063751051,-15.616716886851059,-14.391553661779648,-23.740947685801675,-4.056202241571553
0.7649279427650849,-15.588460319720319,-14.387916727036231,-23.0958933564666,-4.046889620491565
0.7680716791550647,-15.56196246428219,-14.386128162013039,-22.50121510956095,-4.03993210474162
0.7712154155450445,-15.537245977680296,-14.386211155208581,-21.950454601724708,-4.035358331134244
0.7743591519350242,-15.514334397983946,-14.388189789773786,-21.43837881919689,-4.033197876104113
0.7775028883250039,-15.493252182352975,-14.3920890818377,-20.960690198553813,-4.033481295414022
0.7806466247149837,-15.474024747497863,-14.397935021131943,-20.513817783823324,-4.03624016619749
0.7837903611049635,-15.45667851259717,-14.405754614076118,-20.094763673735923,-4.0415071315013416
0.7869340974949433,-15.441240944847872,-14.415575929499713,-19.700988078423553,-4.049315947505436
0.790077833884923,-15.427740607839219,-14.427428147191296,-19.330321896425144,-4.0597015336116264
0.7932215702749028,-15.416207212957268,-14.441341609482262,-18.98089926986637,-4.072700025610606
0.7963653066648826,-15.40667167404507,-14.45734787609026,-18.651104882552104,-4.088348832153471
0.7995090430548624,-15.39916616556379,-14.475479782467547,-18.339532299873806,-4.1066866947747975
0.8026527794448421,-15.393724184521645,-14.495771501921439,-18.044950690410516,-4.127753751736027
0.8057965158348219,-15.390380616461973,-14.518258611798146,-17.76627798838548,-4.151591605982342
0.8089402522248017,-15.389171805828445,-14.54297816404823,-17.502559061430397,-4.178243397532902
0.8120839886147815,-15.39013563105496,-14.569968760521313,-17.252947808469187,-4.207753880654151
0.8152277250047613,-15.39331158476081,-14.599270633370654,-17.01669237312177,-4.240169506198783
0.818371461394741,-15.398740859467622,-14.63092573098441,-16.79312284888777,-4.2755385095291665
0.8215151977847208,-15.406466439295588,-14.664977809901043,-16.58164099381913,-4.313911004484971
0.8246589341747006,-15.416533198140714,-14.701472533210902,-16.38171157837575,-4.355339083899271
0.8278026705646804,-15.42898800488559,-14.740457575996484,-16.192855070383445,-4.399876927217968
0.8309464069546602,-15.44387983625139,-14.781982738419337,-16.01464142232276,-4.447580915833005
0.8340901433446399,-15.461259897961547,-14.826100067124043,-15.846684773450729,-4.498509756802569
0.8372338797346196,-15.48118175495718,-14.87286398569978,-15.688638916017233,-4.552724615701079
0.8403776161245994,-15.503701471482536,-14.922331435017554,-15.54019340365102,-4.610289259420453
0.8435213525145792,-15.52887776194658,-14.974562024349636,-15.401070202748418,-4.671270209831701
0.8466650889045589,-15.556772153565417,-15.02961819427599,-15.271020805803168,-4.735736909314977
0.8498088252945387,-15.587449161901592,-15.087565392493808,-15.149823740124898,-4.8037618992774505
0.8529525616845185,-15.620976480541586,-15.14847226377185,-15.037282417099853,-4.875421012904005
0.8560962980744983,-15.657425186294828,-15.212410855432804,-14.933223276659714,-4.950793583527801
0.859240034464478,-15.696869961458063,-15.279456839908018,-14.837494189407654,-5.029962670168434
0.8623837708544578,-15.739389334871404,-15.349689756090912,-14.749963085267265,-5.113015301968239
0.8655275072444376,-15.785065943699673,-15.423193271422797,-14.670516782850145,-5.200042743464575
0.8686712436344174,-15.833986818108928,-15.500055466881498,-14.599059998205512,-5.2911407828726
0.8718149800243972,-15.886243691278219,-15.58036914731277,-14.535514515393164,-5.386410045823244
0.874958716414377,-15.941933337495398,-15.66423217985358,-14.479818504553819,-5.485956337310256
0.8781024528043567,-16.001157941440443,-15.75174786355123,-14.431925975950008,-5.589891014954991
0.8812461891943365,-16.064025502167603,-15.843025333689223,-14.391806360911467,-5.698331397105627
0.8843899255843163,-16.130650275767803,-15.938180004802343,-14.359444212819705,-5.811401209758271
0.8875336619742961,-16.201153261236286,-16.03733405690553,-14.334839023273823,-5.92923107683061
0.8906773983642758,-16.275662734700603,-16.14061697009218,-14.318005150451958,-6.05195905894993
0.8938211347542556,-16.35431483789636,-16.248166113389633,-14.308971858473658,-6.179731246649277
0.8969648711442354,-16.43725422763181,-16.360127394612928,-14.307783468325715,-6.312702414720088
0.9001086075342151,-16.52463479398068,-16.476655978956735,-14.314499622687523,-6.451036745468006
0.9032523439241948,-16.616620456113203,-16.597917085235633,-14.329195668828266,-6.5949086297894945
0.9063960803141746,-16.71338604605317,-16.724086870060763,-14.351963165699967,-6.744503556365435
0.9095398167041544,-16.81511829227519,-16.855353411867455,-14.38291052347335,-6.900019100894318
0.9126835530941342,-16.922016916983818,-16.99191780863592,-14.42216378612035,-7.06166602921588
0.915827289484114,-17.0342958632081,-17.133995405438455,-14.469867570313006,-7.229669530468238
0.9189710258740937,-17.15218467058148,-17.281817170683937,-14.526186176970029,-7.404270599158514
0.9221147622640735,-17.275930021956952,-17.43563124320955,-14.591304895346372,-7.585727588307538
0.9252584986540533,-17.405797486955276,-17.595704676317894,-14.665431523757817,-7.774317959777417
0.9284022350440331,-17.542073493317545,-17.762325409631536,-14.748798136024117,-7.970340262665555
0.9315459714340129,-17.685067562731472,-17.93580450543398,-14.84166312870398,-8.17411637644634
0.9346897078239926,-17.835114854877226,-18.116478693244062,-14.944313591440677,-8.385994062620169
0.9378334442139724,-17.992579072121337,-18.304713275052542,-15.057068051568924,-8.606349877311777
0.9409771806039522,-18.15785578799553,-18.500905454357476,-15.180279654973909,-8.835592507969775
0.944120916993932,-18.331376275882032,-18.70548816542145,-15.314339858595103,-9.07416661060429
0.9472646533839117,-18.513611930904066,-18.918934495748967,-15.459682726648634,-9.322557240578304
0.9504083897738915,-18.7050793988401,-19.14176281560347,-15.61678994355442,-9.581294990788358
0.9535521261638713,-18.90634655220249,-19.374542754704947,-15.786196682958927,-9.850961977393954
0.9566958625538511,-19.118039487139022,-19.61790219976728,-15.968498505835992,-10.132198846773807
0.9598395989438309,-19.340850757820842,-19.8725355295391,-16.16435950371947,-10.425713020393236
