theta,"TF dB (d=0.5, beta=0)","TF dB (d=0.5, beta=90)","TF dB (d=1.0, beta=0)","TF dB (d=1.0, beta=90)"
0.9629833353338105,-19.57554912060372,-20.13921335963594,-16.374521958804024,-10.732288449891811
0.9661270717237903,-19.822991132817013,-20.41879414201847,-16.599817865271543,-11.052797227268796
0.9692708081137701,-20.084135046582006,-20.712238059518757,-16.841182751795817,-11.388213490593344
0.9724145445037499,-20.36005756511595,-21.020623782872264,-17.099672372276405,-11.739630192721986
0.9755582808937296,-20.651974199729835,-21.34516882846338,-17.376483002643937,-12.108279471259731
0.9787020172837094,-20.96126419784934,-21.687254487115215,-17.672976313736,-12.495557590124127
0.9818457536736892,-21.289501331863217,-22.048456613727954,-17.99071010975055,-12.903055742548233
0.984989490063669,-21.63849228424852,-22.430584013216958,-18.331476667458382,-13.332598451006493
0.9881332264536488,-22.01032499521855,-22.83572678899549,-18.69735104218042,-13.786291930344571
0.9912769628436285,-22.40743024639019,-23.266317927501582,-19.090752613811123,-14.26658568764937
0.9944206992336083,-22.832661081917752,-23.725212720214998,-19.514524474142988,-14.77635196034724
0.9975644356235881,-23.28939665023205,-24.215792606305282,-19.97203723846064,-15.318989575712436
1.0007081720135678,-23.78168007089797,-24.74210304042402,-20.4673268857669,-15.898561836347296
1.0038519084035475,-24.314404649140236,-25.309039708192454,-21.00528095005872,-16.519982754233105
1.0069956447935273,-24.8935703286027,-25.922604979950425,-21.59189495310443,-17.189273523970666
1.010139381183507,-25.526644786990204,-26.590269007416964,-22.23463348327323,-17.91392363991823
1.0132831175734869,-26.223085002023844,-27.321491290693505,-22.942951747766163,-18.703412484718093
1.0164268539634667,-26.995113284440016,-28.12849671234256,-23.729071594912522,-19.56998538600844
1.0195705903534464,-27.858913028455014,-29.02747128896263,-24.609177256900864,-20.52984939181409
1.0227143267434262,-28.836549993145763,-30.040483453713872,-25.605336626357893,-21.60509457814178
1.025858063133406,-29.959221277473883,-31.198733032519335,-26.748750229477977,-22.826943051589275
1.0290017995233858,-31.273112230693854,-32.548408155687255,-28.085608137434086,-24.241605888797437
1.0321455359133656,-32.850862603324785,-34.16215141013182,-29.688556121252752,-25.921749318019003
1.0352892723033453,-34.81665155638974,-36.164144849900175,-31.681780667874612,-27.991579760611533
1.038433008693325,-37.410555109968485,-38.79446744604992,-34.30536643847858,-30.691201313613345
1.041576745083305,-41.20130966515249,-42.621858609959766,-38.12805980321403,-34.5893793076286
1.0447204814732847,-48.25129199481342,-49.708698185412615,-45.212248847930766,-41.748520335771175
1.0478642178632644,-59.58529014204275,-61.07977734798993,-56.58273429230172,-53.193443193496705
1.0510079542532442,-44.37808874837221,-45.90988393947456,-41.41431483298894,-38.09896423634905
1.0541516906432238,-39.087315356288926,-40.65664876092943,-36.1646334886411,-32.922743757593246
1.0572954270332036,-35.78289325020749,-37.38999842682652,-32.9036304517792,-29.734738844582548
1.0604391634231833,-33.36462163920213,-35.00973554374235,-30.531123312898586,-27.434783627580416
1.0635828998131631,-31.450905386343535,-33.13426844237724,-28.66553682449932,-25.641319059660717
1.066726636203143,-29.863596648467695,-31.58545281910562,-27.12874458096065,-24.176234612946956
1.0698703725931227,-28.504974337811973,-30.265571199426734,-25.823048524452208,-22.94184780029844
1.0730141089831025,-27.31560607695858,-29.11519489477355,-24.689040948510318,-21.878766194079795
1.0761578453730822,-26.25663689714939,-28.095472702755785,-23.6878932495924,-20.948176192358833
1.079301581763062,-25.30126530787665,-27.179606978738246,-22.792832054793628,-20.123319160750523
1.0824453181530418,-24.430221711848862,-26.348332052862236,-21.984617700136905,-19.384969924352756
1.0855890545430216,-23.629186408909217,-25.587332236086127,-21.24896230336033,-18.71885485372553
1.0887327909330013,-22.88722719793696,-24.885679424279466,-20.574967440615694,-18.114089554358777
1.0918765273229811,-22.195808593985372,-24.234842317627283,-19.95413344475687,-17.56218817733479
1.095020263712961,-21.54813872657141,-23.628033321262905,-19.379706391603825,-17.056410417596826
1.0981640001029407,-20.93872458186508,-23.059763789878506,-18.846233437451122,-16.59131686311847
1.1013077364929205,-20.36306059415311,-22.525532621693788,-18.34925151377267,-16.162457700949563
1.1044514728829002,-19.817405311188658,-22.021602926395975,-17.885064104374006,-15.766149505412148
1.10759520927288,-19.29861783568601,-21.544838469314193,-17.450577807959704,-15.399311811437348
1.1107389456628598,-18.804035815483008,-21.092581664354842,-17.04318045942571,-15.05934524637226
1.1138826820528396,-18.33138292690678,-20.66256106023708,-16.660648755285436,-14.744039165687523
1.1170264184428194,-17.8786976892341,-20.252820157923765,-16.301077222092253,-14.451500631466619
1.1201701548327991,-17.444277967647366,-19.861661916653425,-15.96282288634045,-14.180099092178258
1.123313891222779,-17.026637190177254,-19.48760497406831,-15.644461672539943,-13.928422790445259
1.1264576276127587,-16.624469431399824,-19.1293487332112,-15.344753683576815,-13.695244052939398
1.1296013640027385,-16.236621291717594,-18.785745245225502,-15.062615293690866,-13.479491392751084
1.1327451003927183,-15.862069044401432,-18.45577635994021,-14.797096527928135,-13.280226898107724
1.135888836782698,-15.49989990888128,-18.138535002833596,-14.54736258844026,-13.096627767829897
1.1390325731726778,-15.149296587332818,-17.833209715428072,-14.312678666793664,-12.927971132703625
1.1421763095626576,-14.809524405089592,-17.53907179965185,-14.092397385197737,-12.773621505693962
1.1453200459526374,-14.479920545839441,-17.25546455713249,-13.88594836029285,-12.633020354656297
1.1484637823426171,-14.159884985012237,-16.981794226836133,-13.692829495933713,-12.505677403996089
1.151607518732597,-13.84887280969201,-16.717522309391818,-13.512599696727703,-12.391163357051834
1.1547512551225767,-13.546387678143555,-16.462159031199143,-13.344872759303641,-12.28910379619216
1.1578949915125565,-13.251976221866244,-16.2152577512389,-13.189312248639505,-12.199174067970253
1.1610387279025363,-12.965223231741783,-15.976410152162224,-13.045627206045143,-12.121094999947141
1.164182464292516,-12.685747500067997,-15.745242087458202,-12.913568566335174,-12.05462932673407
1.1673262006824958,-12.41319821408098,-15.521409980311905,-12.792926186368181,-11.999578727445288
1.1704699370724756,-12.147251815454327,-15.30459768865063,-12.683526406985814,-11.95578139661049
1.1736136734624554,-11.88760925534432,-15.094513765957451,-12.585230086603856,-11.92311008681454
1.1767574098524352,-11.633993586665142,-14.89088905954673,-12.49793105816076,-11.901470574785895
1.1799011462424147,-11.386147845068654,-14.69347459778733,-12.421554972499038,-11.890800514025381
1.1830448826323945,-11.143833178059296,-14.502039725715711,-12.356058501080884,-11.891068646893306
1.1861886190223743,-10.906827188173892,-14.31637045498151,-12.301428879660781,-11.902274357794633
1.189332355412354,-10.674922461491796,-14.136267999403927,-12.257683782525072,-11.924447557089731
1.1924760918023338,-10.447925257142948,-13.961547471820744,-12.224871524485721,-11.957648892935895
1.1956198281923136,-10.225654337128443,-13.792036721559118,-12.203071595282275,-12.001970295732336
1.1987635645822934,-10.007939918804553,-13.627575294894976,-12.192395538696275,-12.05753586749211
1.2019073009722732,-9.794622734917578,-13.468013503404869,-12.192988196818744,-12.124503136601668
1.205051037362253,-9.585553188205946,-13.31321158724428,-12.205029348869349,-12.203064707387412
1.2081947737522327,-9.380590589378478,-13.163038962180051,-12.228735784128265,-12.293450344071982
1.2113385101422125,-9.179602468793055,-13.017373540720937,-12.264363860371304,-12.395929540533569
1.2144822465321923,-8.982463953445142,-12.87610111897676,-12.312212613265064,-12.510814641348617
1.217625982922172,-8.789057201969596,-12.73911482197172,-12.372627499205178,-12.638464596625894
1.2207697193121518,-8.599270891292504,-12.606314601072853,-12.446004875000451,-12.779289454060905
1.2239134557021316,-8.41299974937012,-12.477606777995252,-12.532797343843406,-12.933755717678446
1.2270571920921114,-8.230144129138141,-12.35290363053468,-12.633520129789904,-13.102392735515071
1.2302009284820912,-8.050609619386728,-12.232123015771219,-12.748758684685308,-13.285800320209319
1.233344664872071,-7.874306688787204,-12.115188027000439,-12.879177785097013,-13.484657860091795
1.2364884012620507,-7.7011503597392394,-12.002026681093273,-13.025532446437422,-13.699735247993408
1.2396321376520305,-7.531059909091188,-11.892571633371826,-13.188681072782488,-13.931906046312674
1.2427758740420103,-7.363958593120861,-11.786759917425254,-13.369601381930373,-14.182163427925365
1.24591961043199,-7.1997733944555815,-11.684532707583962,-13.569409807442339,-14.451639594719053
1.2490633468219698,-7.038434788865475,-11.585835102027996,-13.78938529929735,-14.741629595427199
1.2522070832119496,-6.879876530087516,-11.490615924732248,-14.030998746620787,-15.053620766269454
1.2553508196019294,-6.724035451034082,-11.398827544650095,-14.295949665827246,-15.389329437787062
1.2584945559919092,-6.570851279912613,-11.31042571071366,-14.58621239014639,-15.750747143894566
1.261638292381889,-6.420266469935296,-11.225369401384544,-14.904094846259463,-16.140199418931445
1.2647820287718687,-6.272226041432326,-11.14362068762759,-15.252314243471378,-16.560421508197987
1.2679257651618485,-6.126677435301369,-11.06514460830378,-15.634095844158029,-17.014657160779443
1.2710695015518283,-5.9835703768316755,-10.989909057088312,-16.05330378341693,-17.506789472654198
1.274213237941808,-5.842856749035029,-10.917884680119215,-16.51461725749956,-18.041517099738265
1.2773569743317879,-5.704490474699471,-10.849044783670614,-17.023772346043813,-18.62459610596286
1.2805007107217676,-5.5684274064559,-10.78336525122519,-17.587901152708778,-19.263179131071745
1.2836444471117474,-5.434625224214549,-10.720824469393422,-18.21601937121654,-19.966302985233895
1.2867881835017272,-5.30304333938756,-10.661403262193476,-18.919747729464806,-20.74561012323276
1.289931919891707,-5.173642805367199,-10.605084833266753,-19.714416316646318,-21.61645300327375
1.2930756562816867,-5.046386233777104,-10.551854715660001,-20.620824857468214,-22.59965439461581
1.2962193926716665,-4.921237716056904,-10.501700728856964,-21.66819023497757,-23.724454935656393
1.2993631290616463,-4.798162749979038,-10.454612942791053,-22.89939413463046,-25.03376081523863
1.3025068654516259,-4.677128170731644,-10.410583648616194,-24.381090012682293,-26.594250780402227
1.3056506018416056,-4.558102086232424,-10.36960733605609,-26.22532374658992,-28.51799682842134
1.3087943382315854,-4.4410538163672,-10.331680677193631,-28.643191822068545,-31.016122437941167
1.3119380746215652,-4.3259538358720775,-10.296802516601906,-32.112611190979074,-34.56657247356607
1.315081811011545,-4.21277372060161,-10.264973867757188,-38.18773222779988,-40.72352619181669
1.3182255474015248,-4.10148609694642,-10.236197915712443,-66.94441652875507,-69.56287508659076
1.3213692837915045,-3.992064594182691,-10.210480026047847,-37.389249114384896,-40.09123517975651
1.3245130201814843,-3.8844837995534505,-10.187827760153052,-31.423475475378815,-34.20988406131936
1.327656756571464,-3.778719215897306,-10.16825089693465,-27.861469793609068,-30.73322923868202
1.3308004929614439,-3.6747472216547443,-10.151761461081836,-25.300447825441516,-28.258521054949544
1.3339442293514236,-3.5725450330951096,-10.138373758064645,-23.292705994198716,-26.338091859359025
1.3370879657414034,-3.472090668619552,-10.128104416081863,-21.637185427726443,-24.770920121363016
1.3402317021313832,-3.373362915005951,-10.12097243522109,-20.226114350559634,-23.449272904467918
1.343375438521363,-3.276341295472065,-10.116999244141518,-18.994951952974887,-22.308649822571212
1.3465191749113428,-3.1810060394421265,-10.116208764641586,-17.901968220202853,-21.307362962550723
1.3496629113013225,-3.0873380539106603,-10.118627484529037,-16.918617065852146,-20.416910117678782
1.3528066476913023,-2.9953188963048967,-10.12428453927124,-16.024506851986768,-19.6169454148779
1.355950384081282,-2.9049307487542846,-10.13321180296944,-15.204561892772512,-18.89244093336523
1.3590941204712619,-2.816156393682091,-10.145443989272387,-14.44732083476853,-18.231985208460777
1.3622378568612417,-2.728979190640126,-10.161018762924478,-13.743865796416973,-17.62671250388211
1.3653815932512214,-2.6433830543129737,-10.179976862731127,-13.087120954571285,-17.06960154122075
1.3685253296412012,-2.5593524336233924,-10.202362236821756,-12.471377448659249,-16.555000558140232
1.371669066031181,-2.476872291875052,-10.228222191199485,-11.891962260015932,-16.078296353881512
1.3748128024211608,-2.3959280878732407,-10.257607552688302,-11.34500168690881,-15.635677943763746
1.3779565388111406,-2.316505757967998,-10.290572847524837,-10.827248730433814,-15.223964139157882
1.3811002752011203,-2.2385916989680235,-10.327176496995634,-10.335954725752657,-14.84047538885196
1.3842440115911,-2.1621727518769123,-10.367481031694076,-9.868772269806067,-14.482936934560707
1.3873877479810799,-2.087236186406609,-10.411553326167411,-9.423680713059602,-14.149404549946835
1.3905314843710597,-2.0137696862257775,-10.45946485594698,-8.998928199667603,-13.838206849570154
1.3936752207610394,-1.9417613349035516,-10.511291979208314,-8.592986032229069,-13.547899946218955
1.3968189571510192,-1.871199602511645,-10.567116245596786,-8.204512343971764,-13.277231442027258
1.399962693540999,-1.8020733328501357,-10.627024735085456,-7.832322889297131,-13.0251115672057
1.4031064299309788,-1.734371731264425,-10.691110430111173,-7.47536734173468,-12.790589858707115
1.4062501663209586,-1.668084353022847,-10.759472624671425,-7.132709898308521,-12.572836181535745
1.4093939027109383,-1.6032010922263797,-10.832217374567952,-6.803513284214036,-12.371125190805664
1.4125376391009181,-1.5397121712235562,-10.909457993565137,-6.48702546664124,-12.18482354817246
1.415681375490898,-1.4776081305053748,-10.991315600906606,-6.182568545154758,-12.013379365508701
1.4188251118808777,-1.416879819056502,-11.077919726418958,-5.889529404350662,-11.85631346778794
1.4219688482708575,-1.357518385140536,-11.16940898034807,-5.607351803706778,-11.713212157252592
1.425112584660837,-1.2995152674983181,-11.265931796146296,-5.335529647444232,-11.583721229913479
1.4282563210508168,-1.2428621869395953,-11.367647255688729,-5.073601229379604,-11.467541048848416
1.4314000574407966,-1.187551138309568,-11.474726007880795,-4.821144288157948,-11.364422520660359
1.4345437938307763,-1.1335743828127516,-11.587351293374802,-4.577771739812832,-11.274163854765472
1.4376875302207561,-1.0809244406777592,-11.705720090195303,-4.3431279794276225,-11.196608012089726
1.440831266610736,-1.0295940841475113,-11.830044397554039,-4.11688566334192,-11.131640771901886
1.4439750030007157,-0.9795763307802635,-11.960552678101612,-3.898742899035491,-11.07918936416375
1.4471187393906955,-0.9308644370476642,-12.097491482425376,-3.6884207824126176,-11.039221630929895
1.4502624757806752,-0.8834518922169257,-12.24112728389895,-3.48566123237455,-11.011745694788242
1.453406212170655,-0.8373324125047815,-12.391748557193514,-3.2902250808201305,-10.996810125787997
1.4565499485606348,-0.7924999354917674,-12.549668140095767,-3.101890382950227,-10.994504611370584
1.4596936849506146,-0.7489486147858413,-12.715225926027244,-2.920450918277005,-11.004961147092367
1.4628374213405944,-0.7066728149251915,-12.888791944189506,-2.7457148572938546,-11.028355780010955
1.4659811577305741,-0.6656671065103676,-13.070769896043451,-2.5775035725332507,-11.06491095216037
1.469124894120554,-0.6259262615567374,-13.26160123148711,-2.4156505758770392,-11.114898509331756
1.4722686305105337,-0.5874452490585096,-13.461769866436711,-2.2600005666036265,-11.178643461335092
1.4754123669005135,-0.5502192307562591,-13.671807666617113,-2.1104085768538634,-11.256528605213616
1.4785561032904933,-0.5142435571001881,-13.89230085166635,-1.9667392030469686,-11.349000154029413
1.481699839680473,-0.4795137634019131,-14.123897511091242,-1.8288659133407412,-11.456574552831228
1.4848435760704528,-0.4460255661679037,-14.367316471808175,-1.6966704225554938,-11.579846712935717
1.4879873124604326,-0.41377485960812155,-14.623357819578464,-1.5700421271086873,-11.719499959354149
1.4911310488504124,-0.3827577123137696,-14.892915458614144,-1.4488775934698175,-11.87631806912294
1.4942747852403921,-0.35297036409840415,-15.176992202022262,-1.3330800944694956,-12.051199887510265
1.497418521630372,-0.32440922299703034,-15.476718030559349,-1.2225591885048899,-12.245177154580666
1.5005622580203517,-0.2970708624180219,-15.793372352753233,-1.1172303372938976,-12.459436370791558
1.5037059944103315,-0.27095201844317884,-16.12841136676859,-1.0170145583579102,-12.695345798139988
1.5068497308003113,-0.24604958727131723,-16.48350199447697,-0.9218381088702027,-12.95448906391547
1.509993467190291,-0.2223606228012281,-16.860564377734363,-0.8316321979043417,-13.23870735405148
1.5131372035802708,-0.19988233435000757,-17.261825667403613,-0.7463327244634796,-13.55015292394481
1.5162809399702506,-0.17861208450306865,-17.68988890890104,-0.6658800389742932,-13.891357728152823
1.5194246763602304,-0.15854738709228902,-18.14782241221948,-0.5902187261948179,-14.26532255481293
1.5225684127502102,-0.1396859052991636,-18.63927738053485,-0.5192974077190502,-14.675634437012173
1.52571214914019,-0.1220254498797915,-19.168645247427975,-0.45306856246698396,-15.126623789460227
1.5288558855301697,-0.10556397750899672,-19.741271979936386,-0.3914883637310573,-15.623578526179111
1.5319996219201495,-0.09029958924090907,-20.36375604260178,-0.33451653151163063,-16.173041853029176
1.5351433583101293,-0.07623052908361001,-21.044372558315033,-0.2821161990181325,-16.783236269665686
1.538287094700109,-0.06335518268559974,-21.79369378811511,-0.2342537923412459,-17.46468390199516
1.5414308310900888,-0.05167207613207405,-22.625526192298132,-0.19089892241696738,-18.231143426509988
1.5445745674800686,-0.041179874849109545,-23.55838015918892,-0.15202428850748234,-19.101079671970783
1.5477183038700484,-0.03187738261412547,-24.617882911132508,-0.11760559251807581,-20.100076407196838
1.550862040260028,-0.023763540671040348,-25.84096933249799,-0.08762146355493489,-21.26502705903613
1.5540057766500077,-0.0168374269488004,-27.283698947720254,-0.062053392207275446,-22.651951587886874
1.5571495130399875,-0.01109825538209817,-29.037268073750738,-0.04088567410951281,-24.352008544550262
1.5602932494299673,-0.006545375333229398,-31.265335558089795,-0.024105362406069353,-26.528820719048404
1.563436985819947,-0.0031782711142029013,-34.30953538693927,-0.011702228804197098,-29.523987665461494
1.5665807222099268,-0.0009965616084227449,-39.10463317832577,-0.003668732959048613,-34.27224211721199
1.5697244585999066,8.686661818707667e-12,-50.95538522201543,8.686661818707667e-12,-46.07830895479825
1.5728681949898864,-0.00018847354949933304,-45.18821471851081,-0.0006938059916098435,-40.268581372724235
1.5760119313798662,-0.001562003598265167,-37.127466457610716,-0.005750571417842906,-32.16737550174351
1.579155667769846,-0.004120745497163285,-32.98907572511198,-0.015173362343055097,-27.990599249699155
1.5822994041598257,-0.007864988763808164,-30.17604347351377,-0.028967899561688937,-25.141227417582932
1.5854431405498055,-0.012795157285983235,-28.038116149497583,-0.04714257561310442,-22.96898147498525
1.5885868769397853,-0.01891180963244694,-26.310690609681618,-0.06970847983251978,-21.209234426314552
1.591730613329765,-0.026215639462869905,-24.859654080944964,-0.09667943159208361,-19.727850724781174
1.5948743497197448,-0.03470747603750334,-23.607577056123873,-0.1280720219493746,-18.44737912459124
1.5980180861097246,-0.044388284827413194,-22.505679541159914,-0.16390566397739795,-17.31901888723096
1.6011618224997044,-0.05525916822613507,-21.521236016082955,-0.2042026521103346,-16.31002470405425
1.6043055588896842,-0.06732136636389027,-20.63122134986941,-0.24898823090312053,-15.397352575055471
1.607449295279664,-0.08057625802558548,-19.818819125995496,-0.29829067367156764,-14.564168100503252
1.6105930316696437,-0.09502536167397607,-19.071372119826005,-0.3521413715538516,-13.79779692644216
1.6137367680596235,-0.11067033657962011,-18.37911437808684,-0.4105749336149107,-13.088456794188081
1.6168805044496033,-0.12751298405932512,-17.734352427163806,-0.47362929870351655,-12.428438720445875
1.620024240839583,-0.14555524882499887,-17.130917265281763,-0.5413458598691172,-11.811558962998967
1.6231679772295629,-0.16479922044506484,-16.56378631170681,-0.6137696022529501,-11.232780945016481
1.6263117136195426,-0.18524713492063458,-16.02881573854792,-0.6909492554875385,-10.687947563465098
1.6294554500095224,-0.2069013763790002,-15.52254663457154,-0.7729374617719177,-10.173587330956142
1.6325991863995022,-0.2297644788870819,-15.042061834969614,-0.8597909609394352,-9.686771184892075
1.635742922789482,-0.2538391283877029,-14.584878311441773,-0.9515707940026668,-9.22500485820237
1.6388866591794617,-0.27912816476183405,-14.148865023382015,-1.04834252684957,-8.786146712393494
1.6420303955694415,-0.3056345840200806,-13.732179326501646,-1.1501764959791119,-8.368344129184464
1.6451741319594213,-0.333361540627011,-13.333217125003214,-1.2571480784078415,-7.969983646786911
1.648317868349401,-0.3623123499620621,-12.950573350112684,-1.3693379881556997,-7.589651423584916
1.6514616047393809,-0.39249049092115296,-12.583010299717714,-1.486832602035337,-7.226101563915139
1.6546053411293606,-0.42389960866324344,-12.229432034295877,-1.6097243178310299,-6.878230501086911
1.6577490775193404,-0.45654351750649536,-11.888863489978519,-1.738111948368658,-6.545056098447594
1.6608928139093202,-0.4904262039788581,-11.560433302815847,-1.8721011554564806,-6.225700462521383
1.6640365502993,-0.5255518300283245,-11.243359580013003,-2.011804928228786,-5.919375703957056
1.6671802866892798,-0.5619247363983244,-10.936938031434593,-2.1573441110641425,-5.6253720595508625
1.6703240230792595,-0.5995494461741557,-10.640532006583157,-2.308847986992946,-5.343047920521082
1.673467759469239,-0.6384306685065948,-10.353564081322684,-2.466454923374738,-5.071821411279446
1.6766114958592189,-0.6785733025193247,-10.07550891376566,-2.6303130876377256,-4.811163238093771
1.6797552322491986,-0.7199824414071141,-9.805887146276403,-2.8005812420592506,-4.560590584573349
1.6828989686391784,-0.7626633767321912,-9.544260174977534,-2.977429627962436,-4.319661875344457
1.6860427050291582,-0.8066216029265996,-9.290225642744032,-3.1610409513520787,-4.087972263883132
1.689186441419138,-0.8518628220088633,-9.04341353881285,-3.3516114839660096,-3.865149727618026
1.6923301778091178,-0.8983929485237705,-8.803482809586558,-3.549352296040986,-3.6508516748683135
1.6954739141990975,-0.946218114714611,-8.570118402274687,-3.7544906398653306,-3.4447619852488627
1.6986176505890773,-0.9953446759376837,-8.343028676680794,-3.967271506515537,-3.2465884188410095
1.701761386979057,-1.0457792163296322,-8.121943131450216,-4.187959382176883,-3.056060340435866
1.7049051233690369,-1.09752855473864,-7.906610400010868,-4.416840235289113,-2.8729267140761743
1.7080488597590167,-1.1505997509313028,-7.696796478703071,-4.654223771639677,-2.6969543303882393
1.7111925961489964,-1.2050001120875757,-7.4922831555415925,-4.9004460017081835,-2.5279262351440925
1.7143363325389762,-1.260737199597104,-7.292866612946484,-5.155872173378601,-2.3656403323890935
1.717480068928956,-1.3178188361708938,-7.098356181823932,-5.420900134009596,-2.2099081395166524
1.7206238053189358,-1.3762531132832534,-6.908573227736918,-5.695964199347977,-2.0605536750317093
1.7237675417089156,-1.4360483989597517,-6.723350152705715,-5.981539623616786,-1.9174124625466153
1.7269112780988953,-1.4972133459280015,-6.542529498522871,-6.278147786276632,-1.7803306368993401
1.730055014488875,-1.5597569001490188,-6.3659631394375635,-6.586362237733207,-1.6491641402557735
1.7331987508788549,-1.6236883097481214,-6.193511553726577,-6.906815780374981,-1.5237779977220713
1.7363424872688347,-1.6890171343654081,-6.02504316507623,-7.240208805114983,-1.404045663401724
1.7394862236588144,-1.7557532549472126,-5.860433745895054,-7.587319160282547,-1.289848429029313
1.7426299600487942,-1.8239068840012287,-5.6995658756955585,-7.949013903692651,-1.1810748883334845
1.745773696438774,-1.8934885763394973,-5.542328448554653,-8.32626338619617,-1.0776204511545218
1.7489174328287538,-1.9645092403349687,-5.388616224408867,-8.720158244726539,-0.9793869020907625
1.7520611692187336,-2.036980149719019,-5.238329419582971,-9.131930057319003,-0.8862819990924832
1.7552049056087133,-2.1109129559491637,-5.091373332504493,-9.562976649942534,-0.7982191079780826
1.7583486419986931,-2.186319701178012,-4.947658001035544,-10.014893371973933,-0.7151168693284828
1.761492378388673,-2.2632128318567353,-4.807097888268788,-10.48951211372792,-0.6368988946336286
1.7646361147786527,-2.34160521300834,-4.669611593995251,-10.988950486439899,-0.5634934889283056
1.7677798511686325,-2.4215101432086907,-4.535121589366189,-11.515674516742427,-0.49483339747178845
1.7709235875586122,-2.502941370315548,-4.403553972545842,-12.072579573122296,-0.4308555743033474
1.774067323948592,-2.5859131079888726,-4.274838243392406,-12.663096282455747,-0.37150097074904775
1.7772110603385718,-2.670440053048492,-4.148907095415276,-13.291331310955334,-0.31671434216954225
1.7803547967285516,-2.756537403718604,-4.025696223442144,-13.962257758839735,-0.2664440714272854
1.7834985331185313,-2.8442208788119725,-3.9051441455926588,-14.681977753757725,-0.22064200771873504
1.7866422695085111,-2.9335067379104847,-3.787192038299729,-15.458092814795158,-0.17926331956522254
1.789786005898491,-3.0244118026029296,-3.6717835832465755,-16.30023985007329,-0.14226636088782213
1.7929297422884707,-3.116953478845084,-3.5588648252010726,-17.220890490070644,-0.10961254920933194
1.7960734786784505,-3.2111497805122373,-3.448384039828704,-18.236586099454,-0.08126625513141549
1.79921721506843,-3.3070193542192383,-3.3402916106547735,-19.369928692435685,-0.05719470232972945
1.8023609514584098,-3.40458150548911,-3.2345399144258318,-20.65296140129565,-0.03736787739480095
1.8055046878483896,-3.503856226357025,-3.13108321419111,-22.133294019919767,-0.021758448923814767
1.8086484242383694,-3.6048642245035474,-3.0298775594878786,-23.886176945578615,-0.01034169533828353
1.8117921606283491,-3.707626954017952,-2.930880693071454,-26.041165922372596,-0.0030954409668805414
1.814935897018329,-3.812166647900595,-2.83405196368119,-28.851503674860282,8.686661818707667e-12
1.8180796334083087,-3.9185063524218218,-2.7393522443793676,-32.9291180664707,-0.0010381279077062633
1.8212233697982885,-4.026669963464348,-2.646743856040907,-40.60946706696349,-0.006194980206155986
1.8243671061882683,-4.136682264986401,-2.556190495608561,-48.76873992736466,-0.015458078018748744
1.827510842578248,-4.248568969754118,-2.4676571687616238,-35.74526617527646,-0.028817280530708735
1.8306545789682278,-4.36235676250401,-2.3811101266760613,-30.84213812757193,-0.046264763991941876
1.8337983153582076,-4.478073345709987,-2.296516806581122,-27.79160246136444,-0.06779500720689163
1.8369420517481874,-4.595747488143913,-2.213845775842038,-25.58949620168422,-0.09340478342016843
1.8400857881381671,-4.715409076435385,-2.133066679320604,-23.877067189508136,-0.12309315855401638
1.843229524528147,-4.837089169853982,-2.054150189785617,-22.484402977000745,-0.15686149579184752
1.8463732609181267,-4.960820058557102,-1.977067961163454,-21.31748952967857,-0.19471346654017985
1.8495169973081065,-5.086635325568221,-1.9017925844357477,-20.318819435773836,-0.23665506783992427
1.8526607336980863,-5.21456991277428,-1.8282975460061637,-19.4506449963103,-0.28269464633695407
1.855804470088066,-5.344660191257521,-1.75655718837231,-18.68685405411769,-0.33284292896254386
1.8589482064780458,-5.476944036306231,-1.6865466729511285,-18.008634953720534,-0.3871130605160377
1.8620919428680256,-5.611460907481391,-1.6182419449178949,-17.401989742994935,-0.44552064838627287
1.8652356792580054,-5.74825193415212,-1.5516196999292555,-16.856223897479527,-0.5080838146948012
1.8683794156479852,-5.887360006952836,-1.4866573526105,-16.362985751536357,-0.5748232561936535
1.871523152037965,-6.02882987565934,-1.4233330066959775,-15.915631763569866,-0.6457623123036776
1.8746668884279447,-6.172708254030637,-1.36162542671976,-15.508793385576947,-0.7209270417372147
1.8778106248179245,-6.31904393221836,-1.3015140111609216,-15.138073281167689,-0.8003463082113942
1.8809543612079043,-6.46788789740741,-1.2429787669547696,-14.799827155032082,-0.8840518758270989
1.884098097597884,-6.619293463420178,-1.1860002852875242,-14.491003795415514,-0.9720785147636861
1.8872418339878638,-6.773316410094191,-1.1305597185977363,-14.2090256464689,-1.064464118022874
1.8903855703778436,-6.930015133329527,-1.076638758713056,-13.951698194791696,-1.161249830047169
1.8935293067678234,-7.089450806799888,-1.0242196160557937,-13.717140226077596,-1.2624801881407328
1.8966730431578032,-7.251687556431074,-0.9732849998553571,-13.503729452710076,-1.3682032777349598
1.899816779547783,-7.416792648874246,-0.9238180993096239,-13.31005963440501,-1.4784709026691112
1.9029605159377627,-7.58483669534157,-0.8758025656413471,-13.13490641119332,-1.5933387718003653
1.9061042523277425,-7.755893872330275,-0.8292224949991294,-12.97719982439736,-1.7128667034198135
1.9092479887177223,-7.930042160940946,-0.7840624121558153,-12.836002031482685,-1.8371188491341248
1.912391725107702,-8.107363606700678,-0.7403072549602531,-12.710489098120528,-1.9661639390805195
1.9155354614976818,-8.287944602034528,-0.6979423595011379,-12.599936023315006,-2.100075550578516
